Id,Label,Kingdom,Phylum,Class,Order,Family,Genus,FC,PD_sig
g__Anaerocolumna,g__Anaerocolumna,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,0,No
g__Aggregatibacter,g__Aggregatibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,0,No
g__Moraxella,g__Moraxella,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Inf,No
o__Verrucomicrobiales_unclass,o__Verrucomicrobiales_unclass,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,NA,NA,0,No
g__Desulfobulbus,g__Desulfobulbus,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Inf,No
g__Pirellula,g__Pirellula,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Inf,No
f__Micrococcaceae_unclass,f__Micrococcaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,NA,Inf,No
g__Xanthobacter,g__Xanthobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Inf,No
g__Alcanivorax,g__Alcanivorax,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Inf,No
f__Weeksellaceae_unclass,f__Weeksellaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,NA,Inf,No
g__Capnocytophaga,g__Capnocytophaga,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,0,No
g__Spirosoma,g__Spirosoma,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,Inf,No
